pincode,state,district,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,Migration_Score,Birth_Activity,Compliance_Gap
533408,ANDHRA PRADESH,EAST GODAVARI,86.0,3.0,1.0,171.0,1140.0,1297.0,516.0,1140.0,86.0,-1294.0
533428,ANDHRA PRADESH,EAST GODAVARI,115.0,17.0,0.0,104.0,1014.0,1966.0,2152.0,1014.0,115.0,-1949.0
533429,ANDHRA PRADESH,EAST GODAVARI,95.0,5.0,0.0,275.0,2295.0,2867.0,1211.0,2295.0,95.0,-2862.0
533430,ANDHRA PRADESH,EAST GODAVARI,95.0,5.0,0.0,190.0,1532.0,2547.0,852.0,1532.0,95.0,-2542.0
533431,ANDHRA PRADESH,EAST GODAVARI,71.0,9.0,2.0,186.0,1549.0,2321.0,1155.0,1549.0,71.0,-2312.0
533432,ANDHRA PRADESH,EAST GODAVARI,50.0,3.0,0.0,97.0,769.0,1127.0,454.0,769.0,50.0,-1124.0
533433,ANDHRA PRADESH,EAST GODAVARI,53.0,3.0,1.0,130.0,1155.0,1218.0,480.0,1155.0,53.0,-1215.0
533434,ANDHRA PRADESH,EAST GODAVARI,80.0,4.0,1.0,235.0,1823.0,1802.0,845.0,1823.0,80.0,-1798.0
533435,ANDHRA PRADESH,EAST GODAVARI,197.0,20.0,3.0,485.0,3289.0,4838.0,1999.0,3289.0,197.0,-4818.0
533436,ANDHRA PRADESH,EAST GODAVARI,95.0,17.0,0.0,304.0,2619.0,1863.0,1754.0,2619.0,95.0,-1846.0
533437,ANDHRA PRADESH,EAST GODAVARI,202.0,27.0,4.0,712.0,5357.0,5948.0,2450.0,5357.0,202.0,-5921.0
533440,ANDHRA PRADESH,EAST GODAVARI,84.0,6.0,4.0,186.0,1611.0,2180.0,1111.0,1611.0,84.0,-2174.0
533444,ANDHRA PRADESH,EAST GODAVARI,23.0,1.0,0.0,34.0,227.0,498.0,193.0,227.0,23.0,-497.0
533445,ANDHRA PRADESH,EAST GODAVARI,116.0,11.0,1.0,223.0,1624.0,2459.0,1051.0,1624.0,116.0,-2448.0
533446,ANDHRA PRADESH,EAST GODAVARI,99.0,6.0,0.0,285.0,1395.0,2768.0,1258.0,1395.0,99.0,-2762.0
533447,ANDHRA PRADESH,EAST GODAVARI,32.0,0.0,0.0,50.0,384.0,752.0,316.0,384.0,32.0,-752.0
533448,ANDHRA PRADESH,EAST GODAVARI,81.0,1.0,1.0,178.0,818.0,1821.0,603.0,818.0,81.0,-1820.0
533449,ANDHRA PRADESH,EAST GODAVARI,147.0,10.0,0.0,290.0,2174.0,2849.0,1425.0,2174.0,147.0,-2839.0
533450,ANDHRA PRADESH,EAST GODAVARI,226.0,20.0,2.0,456.0,4046.0,5139.0,2156.0,4046.0,226.0,-5119.0
533461,ANDHRA PRADESH,EAST GODAVARI,52.0,3.0,0.0,90.0,577.0,1312.0,503.0,577.0,52.0,-1309.0
533462,ANDHRA PRADESH,EAST GODAVARI,53.0,3.0,0.0,97.0,809.0,1104.0,761.0,809.0,53.0,-1101.0
533463,ANDHRA PRADESH,EAST GODAVARI,61.0,2.0,1.0,115.0,1026.0,1675.0,724.0,1026.0,61.0,-1673.0
533464,ANDHRA PRADESH,YANAM,201.0,12.0,0.0,215.0,2430.0,3596.0,1774.0,2430.0,201.0,-3584.0
533468,ANDHRA PRADESH,EAST GODAVARI,78.0,5.0,1.0,192.0,1753.0,2619.0,1523.0,1753.0,78.0,-2614.0
533483,ANDHRA PRADESH,EAST GODAVARI,132.0,23.0,0.0,120.0,725.0,1772.0,2079.0,725.0,132.0,-1749.0
533577,ANDHRA PRADESH,EAST GODAVARI,32.0,1.0,1.0,76.0,687.0,883.0,406.0,687.0,32.0,-882.0
534001,ANDHRA PRADESH,WEST GODAVARI,203.0,6.0,2.0,401.0,3169.0,3757.0,2580.0,3169.0,203.0,-3751.0
534002,ANDHRA PRADESH,WEST GODAVARI,112.0,9.0,2.0,247.0,1772.0,2304.0,1399.0,1772.0,112.0,-2295.0
534003,ANDHRA PRADESH,WEST GODAVARI,58.0,9.0,0.0,95.0,636.0,1059.0,669.0,636.0,58.0,-1050.0
534004,ANDHRA PRADESH,WEST GODAVARI,73.0,1.0,0.0,99.0,654.0,1502.0,905.0,654.0,73.0,-1501.0
534005,ANDHRA PRADESH,WEST GODAVARI,68.0,6.0,0.0,141.0,1051.0,1368.0,728.0,1051.0,68.0,-1362.0
534006,ANDHRA PRADESH,WEST GODAVARI,6.0,0.0,0.0,15.0,119.0,196.0,136.0,119.0,6.0,-196.0
534007,ANDHRA PRADESH,WEST GODAVARI,62.0,5.0,1.0,93.0,916.0,1155.0,754.0,916.0,62.0,-1150.0
534101,ANDHRA PRADESH,WEST GODAVARI,131.0,13.0,2.0,666.0,5131.0,4035.0,2399.0,5131.0,131.0,-4022.0
534102,ANDHRA PRADESH,WEST GODAVARI,48.0,1.0,2.0,177.0,1300.0,1176.0,671.0,1300.0,48.0,-1175.0
534111,ANDHRA PRADESH,WEST GODAVARI,32.0,2.0,0.0,103.0,789.0,641.0,388.0,789.0,32.0,-639.0
534112,ANDHRA PRADESH,WEST GODAVARI,74.0,3.0,0.0,128.0,927.0,1580.0,1076.0,927.0,74.0,-1577.0
534122,ANDHRA PRADESH,WEST GODAVARI,27.0,0.0,0.0,51.0,517.0,881.0,458.0,517.0,27.0,-881.0
534123,ANDHRA PRADESH,WEST GODAVARI,46.0,3.0,0.0,171.0,1277.0,1117.0,664.0,1277.0,46.0,-1114.0
534124,ANDHRA PRADESH,WEST GODAVARI,40.0,0.0,1.0,57.0,547.0,735.0,460.0,547.0,40.0,-735.0
534126,ANDHRA PRADESH,WEST GODAVARI,9.0,2.0,0.0,49.0,308.0,652.0,329.0,308.0,9.0,-650.0
534134,ANDHRA PRADESH,WEST GODAVARI,102.0,1.0,0.0,523.0,3866.0,2180.0,1387.0,3866.0,102.0,-2179.0
534145,ANDHRA PRADESH,WEST GODAVARI,33.0,2.0,0.0,80.0,615.0,1048.0,592.0,615.0,33.0,-1046.0
534146,ANDHRA PRADESH,WEST GODAVARI,49.0,3.0,0.0,110.0,874.0,1133.0,664.0,874.0,49.0,-1130.0
534156,ANDHRA PRADESH,WEST GODAVARI,39.0,2.0,0.0,89.0,575.0,824.0,500.0,575.0,39.0,-822.0
534165,ANDHRA PRADESH,WEST GODAVARI,16.0,1.0,0.0,21.0,118.0,393.0,224.0,118.0,16.0,-392.0
534166,ANDHRA PRADESH,WEST GODAVARI,49.0,4.0,2.0,93.0,808.0,1072.0,628.0,808.0,49.0,-1068.0
534176,ANDHRA PRADESH,WEST GODAVARI,38.0,2.0,0.0,70.0,508.0,753.0,386.0,508.0,38.0,-751.0
534186,ANDHRA PRADESH,WEST GODAVARI,34.0,1.0,0.0,80.0,851.0,639.0,363.0,851.0,34.0,-638.0
534195,ANDHRA PRADESH,WEST GODAVARI,27.0,2.0,0.0,26.0,241.0,551.0,226.0,241.0,27.0,-549.0
534196,ANDHRA PRADESH,WEST GODAVARI,22.0,2.0,0.0,47.0,274.0,643.0,315.0,274.0,22.0,-641.0
534197,ANDHRA PRADESH,WEST GODAVARI,25.0,1.0,1.0,34.0,300.0,502.0,305.0,300.0,25.0,-501.0
534198,ANDHRA PRADESH,WEST GODAVARI,69.0,4.0,0.0,132.0,1167.0,1438.0,662.0,1167.0,69.0,-1434.0
534199,ANDHRA PRADESH,WEST GODAVARI,74.0,2.0,1.0,323.0,2401.0,2158.0,1147.0,2401.0,74.0,-2156.0
534201,ANDHRA PRADESH,WEST GODAVARI,118.0,8.0,1.0,528.0,4034.0,3534.0,1966.0,4034.0,118.0,-3526.0
534202,ANDHRA PRADESH,WEST GODAVARI,61.0,9.0,0.0,438.0,3602.0,1565.0,943.0,3602.0,61.0,-1556.0
534204,ANDHRA PRADESH,WEST GODAVARI,20.0,0.0,0.0,72.0,559.0,473.0,320.0,559.0,20.0,-473.0
534206,ANDHRA PRADESH,WEST GODAVARI,18.0,1.0,1.0,56.0,579.0,720.0,414.0,579.0,18.0,-719.0
534207,ANDHRA PRADESH,WEST GODAVARI,33.0,3.0,0.0,72.0,593.0,648.0,396.0,593.0,33.0,-645.0
534208,ANDHRA PRADESH,WEST GODAVARI,27.0,4.0,0.0,64.0,478.0,693.0,313.0,478.0,27.0,-689.0
534209,ANDHRA PRADESH,WEST GODAVARI,17.0,3.0,0.0,39.0,254.0,454.0,311.0,254.0,17.0,-451.0
534210,ANDHRA PRADESH,WEST GODAVARI,28.0,3.0,0.0,59.0,368.0,671.0,521.0,368.0,28.0,-668.0
534211,ANDHRA PRADESH,WEST GODAVARI,116.0,6.0,1.0,329.0,2293.0,2987.0,1745.0,2293.0,116.0,-2981.0
534215,ANDHRA PRADESH,WEST GODAVARI,2.0,0.0,0.0,5.0,37.0,41.0,24.0,37.0,2.0,-41.0
534216,ANDHRA PRADESH,WEST GODAVARI,36.0,1.0,0.0,106.0,749.0,1054.0,498.0,749.0,36.0,-1053.0
534217,ANDHRA PRADESH,WEST GODAVARI,39.0,1.0,0.0,127.0,1206.0,1032.0,782.0,1206.0,39.0,-1031.0
534218,ANDHRA PRADESH,WEST GODAVARI,31.0,1.0,0.0,89.0,723.0,872.0,468.0,723.0,31.0,-871.0
534222,ANDHRA PRADESH,WEST GODAVARI,39.0,2.0,0.0,105.0,963.0,1113.0,530.0,963.0,39.0,-1111.0
534225,ANDHRA PRADESH,WEST GODAVARI,26.0,2.0,0.0,33.0,300.0,579.0,347.0,300.0,26.0,-577.0
534227,ANDHRA PRADESH,WEST GODAVARI,23.0,2.0,0.0,34.0,372.0,527.0,219.0,372.0,23.0,-525.0
534230,ANDHRA PRADESH,WEST GODAVARI,9.0,0.0,0.0,30.0,196.0,495.0,261.0,196.0,9.0,-495.0
534235,ANDHRA PRADESH,WEST GODAVARI,92.0,7.0,1.0,747.0,6051.0,2906.0,1398.0,6051.0,92.0,-2899.0
534236,ANDHRA PRADESH,WEST GODAVARI,24.0,0.0,0.0,36.0,259.0,780.0,333.0,259.0,24.0,-780.0
534237,ANDHRA PRADESH,WEST GODAVARI,38.0,0.0,0.0,146.0,804.0,1223.0,625.0,804.0,38.0,-1223.0
534238,ANDHRA PRADESH,WEST GODAVARI,17.0,0.0,0.0,26.0,154.0,433.0,281.0,154.0,17.0,-433.0
534239,ANDHRA PRADESH,WEST GODAVARI,56.0,2.0,0.0,151.0,1199.0,1402.0,775.0,1199.0,56.0,-1400.0
534240,ANDHRA PRADESH,WEST GODAVARI,23.0,1.0,0.0,60.0,268.0,554.0,427.0,268.0,23.0,-553.0
534243,ANDHRA PRADESH,WEST GODAVARI,22.0,2.0,0.0,66.0,410.0,664.0,443.0,410.0,22.0,-662.0
534244,ANDHRA PRADESH,WEST GODAVARI,15.0,2.0,0.0,71.0,390.0,520.0,460.0,390.0,15.0,-518.0
534245,ANDHRA PRADESH,WEST GODAVARI,32.0,3.0,1.0,100.0,924.0,1224.0,640.0,924.0,32.0,-1221.0
534247,ANDHRA PRADESH,WEST GODAVARI,26.0,1.0,1.0,86.0,346.0,792.0,427.0,346.0,26.0,-791.0
534250,ANDHRA PRADESH,WEST GODAVARI,42.0,3.0,2.0,56.0,404.0,932.0,465.0,404.0,42.0,-929.0
534260,ANDHRA PRADESH,WEST GODAVARI,141.0,11.0,2.0,1059.0,7143.0,4082.0,1978.0,7143.0,141.0,-4071.0
534265,ANDHRA PRADESH,WEST GODAVARI,28.0,2.0,2.0,71.0,693.0,728.0,421.0,693.0,28.0,-726.0
534266,ANDHRA PRADESH,WEST GODAVARI,59.0,3.0,0.0,189.0,1540.0,1361.0,634.0,1540.0,59.0,-1358.0
534267,ANDHRA PRADESH,WEST GODAVARI,38.0,1.0,0.0,102.0,1044.0,817.0,413.0,1044.0,38.0,-816.0
534268,ANDHRA PRADESH,WEST GODAVARI,32.0,0.0,0.0,100.0,649.0,1020.0,447.0,649.0,32.0,-1020.0
534269,ANDHRA PRADESH,WEST GODAVARI,38.0,1.0,0.0,123.0,956.0,999.0,557.0,956.0,38.0,-998.0
534275,ANDHRA PRADESH,WEST GODAVARI,218.0,16.0,2.0,766.0,5706.0,4406.0,2669.0,5706.0,218.0,-4390.0
534280,ANDHRA PRADESH,WEST GODAVARI,48.0,4.0,1.0,72.0,558.0,1205.0,588.0,558.0,48.0,-1201.0
534281,ANDHRA PRADESH,WEST GODAVARI,134.0,4.0,0.0,342.0,2445.0,2720.0,1248.0,2445.0,134.0,-2716.0
534301,ANDHRA PRADESH,WEST GODAVARI,139.0,11.0,0.0,459.0,3228.0,3748.0,1767.0,3228.0,139.0,-3737.0
534302,ANDHRA PRADESH,WEST GODAVARI,49.0,0.0,0.0,70.0,817.0,1162.0,511.0,817.0,49.0,-1162.0
534305,ANDHRA PRADESH,WEST GODAVARI,59.0,2.0,0.0,113.0,1022.0,1352.0,575.0,1022.0,59.0,-1350.0
534311,ANDHRA PRADESH,WEST GODAVARI,28.0,2.0,0.0,110.0,404.0,774.0,901.0,404.0,28.0,-772.0
534312,ANDHRA PRADESH,WEST GODAVARI,144.0,11.0,0.0,272.0,2318.0,3244.0,2449.0,2318.0,144.0,-3233.0
534313,ANDHRA PRADESH,WEST GODAVARI,75.0,7.0,0.0,214.0,1776.0,2099.0,1003.0,1776.0,75.0,-2092.0
534315,ANDHRA PRADESH,WEST GODAVARI,59.0,2.0,0.0,68.0,452.0,1260.0,927.0,452.0,59.0,-1258.0
534316,ANDHRA PRADESH,WEST GODAVARI,72.0,9.0,1.0,186.0,1513.0,2051.0,938.0,1513.0,72.0,-2042.0
534318,ANDHRA PRADESH,WEST GODAVARI,45.0,7.0,1.0,90.0,810.0,1168.0,1765.0,810.0,45.0,-1161.0
534320,ANDHRA PRADESH,WEST GODAVARI,68.0,2.0,1.0,156.0,2002.0,1825.0,1025.0,2002.0,68.0,-1823.0
534324,ANDHRA PRADESH,WEST GODAVARI,26.0,0.0,0.0,56.0,313.0,652.0,275.0,313.0,26.0,-652.0
534326,ANDHRA PRADESH,WEST GODAVARI,17.0,1.0,0.0,46.0,406.0,738.0,338.0,406.0,17.0,-737.0
534327,ANDHRA PRADESH,WEST GODAVARI,20.0,1.0,0.0,25.0,167.0,363.0,192.0,167.0,20.0,-362.0
534328,ANDHRA PRADESH,WEST GODAVARI,27.0,0.0,0.0,78.0,427.0,904.0,465.0,427.0,27.0,-904.0
534329,ANDHRA PRADESH,WEST GODAVARI,44.0,1.0,0.0,133.0,993.0,1385.0,611.0,993.0,44.0,-1384.0
534330,ANDHRA PRADESH,WEST GODAVARI,42.0,0.0,0.0,89.0,577.0,1356.0,526.0,577.0,42.0,-1356.0
534331,ANDHRA PRADESH,WEST GODAVARI,22.0,0.0,0.0,30.0,196.0,601.0,220.0,196.0,22.0,-601.0
534338,ANDHRA PRADESH,WEST GODAVARI,24.0,0.0,0.0,36.0,231.0,365.0,229.0,231.0,24.0,-365.0
534340,ANDHRA PRADESH,WEST GODAVARI,48.0,3.0,0.0,106.0,933.0,973.0,455.0,933.0,48.0,-970.0
534341,ANDHRA PRADESH,WEST GODAVARI,49.0,5.0,0.0,119.0,806.0,1161.0,487.0,806.0,49.0,-1156.0
534342,ANDHRA PRADESH,WEST GODAVARI,89.0,4.0,0.0,184.0,1632.0,2073.0,1067.0,1632.0,89.0,-2069.0
534343,ANDHRA PRADESH,WEST GODAVARI,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
534350,ANDHRA PRADESH,WEST GODAVARI,122.0,7.0,0.0,510.0,3158.0,3005.0,1401.0,3158.0,122.0,-2998.0
534401,ANDHRA PRADESH,WEST GODAVARI,49.0,2.0,0.0,56.0,408.0,1006.0,653.0,408.0,49.0,-1004.0
534406,ANDHRA PRADESH,WEST GODAVARI,71.0,2.0,0.0,143.0,1203.0,1427.0,782.0,1203.0,71.0,-1425.0
534411,ANDHRA PRADESH,WEST GODAVARI,49.0,1.0,0.0,88.0,804.0,1053.0,602.0,804.0,49.0,-1052.0
534416,ANDHRA PRADESH,WEST GODAVARI,36.0,1.0,1.0,61.0,373.0,643.0,311.0,373.0,36.0,-642.0
534425,ANDHRA PRADESH,WEST GODAVARI,94.0,5.0,1.0,143.0,1163.0,2000.0,1156.0,1163.0,94.0,-1995.0
534426,ANDHRA PRADESH,WEST GODAVARI,75.0,6.0,0.0,135.0,1215.0,1563.0,1096.0,1215.0,75.0,-1557.0
534427,ANDHRA PRADESH,WEST GODAVARI,42.0,3.0,2.0,61.0,465.0,840.0,515.0,465.0,42.0,-837.0
534432,ANDHRA PRADESH,WEST GODAVARI,27.0,6.0,0.0,45.0,320.0,498.0,334.0,320.0,27.0,-492.0
534435,ANDHRA PRADESH,ELURU,1.0,0.0,0.0,6.0,33.0,5.0,2.0,33.0,1.0,-5.0
534437,ANDHRA PRADESH,WEST GODAVARI,33.0,2.0,0.0,54.0,393.0,755.0,503.0,393.0,33.0,-753.0
534442,ANDHRA PRADESH,WEST GODAVARI,29.0,0.0,0.0,43.0,307.0,550.0,347.0,307.0,29.0,-550.0
534447,ANDHRA PRADESH,WEST GODAVARI,211.0,11.0,0.0,590.0,4044.0,3898.0,2217.0,4044.0,211.0,-3887.0
534448,ANDHRA PRADESH,WEST GODAVARI,62.0,2.0,0.0,93.0,556.0,990.0,1061.0,556.0,62.0,-988.0
534449,ANDHRA PRADESH,WEST GODAVARI,36.0,3.0,0.0,123.0,766.0,1076.0,640.0,766.0,36.0,-1073.0
534450,ANDHRA PRADESH,WEST GODAVARI,57.0,4.0,0.0,118.0,1153.0,1094.0,693.0,1153.0,57.0,-1090.0
534451,ANDHRA PRADESH,WEST GODAVARI,96.0,5.0,0.0,185.0,1424.0,1864.0,1060.0,1424.0,96.0,-1859.0
534452,ANDHRA PRADESH,WEST GODAVARI,59.0,4.0,0.0,179.0,1282.0,1533.0,973.0,1282.0,59.0,-1529.0
534455,ANDHRA PRADESH,ELURU,3.0,0.0,0.0,0.0,53.0,32.0,9.0,53.0,3.0,-32.0
534456,ANDHRA PRADESH,WEST GODAVARI,53.0,6.0,1.0,131.0,879.0,1361.0,878.0,879.0,53.0,-1355.0
534460,ANDHRA PRADESH,WEST GODAVARI,127.0,17.0,0.0,260.0,2096.0,2285.0,1536.0,2096.0,127.0,-2268.0
534461,ANDHRA PRADESH,WEST GODAVARI,63.0,2.0,0.0,75.0,510.0,696.0,472.0,510.0,63.0,-694.0
534462,ANDHRA PRADESH,WEST GODAVARI,102.0,9.0,0.0,116.0,1273.0,1656.0,1058.0,1273.0,102.0,-1647.0
534467,ANDHRA PRADESH,WEST GODAVARI,46.0,7.0,0.0,126.0,855.0,951.0,459.0,855.0,46.0,-944.0
534475,ANDHRA PRADESH,WEST GODAVARI,63.0,3.0,1.0,99.0,703.0,1135.0,662.0,703.0,63.0,-1132.0
535001,ANDHRA PRADESH,VIZIANAGARAM,51.0,2.0,0.0,103.0,876.0,1119.0,677.0,876.0,51.0,-1117.0
535002,ANDHRA PRADESH,VIZIANAGARAM,226.0,13.0,0.0,1275.0,8140.0,4332.0,2572.0,8140.0,226.0,-4319.0
535003,ANDHRA PRADESH,VIZIANAGARAM,145.0,8.0,2.0,302.0,1858.0,3761.0,2131.0,1858.0,145.0,-3753.0
535004,ANDHRA PRADESH,VIZIANAGARAM,64.0,3.0,0.0,133.0,928.0,1292.0,730.0,928.0,64.0,-1289.0
535005,ANDHRA PRADESH,VIZIANAGARAM,57.0,1.0,0.0,87.0,854.0,1242.0,764.0,854.0,57.0,-1241.0
535006,ANDHRA PRADESH,VIZIANAGARAM,40.0,1.0,0.0,113.0,571.0,1122.0,518.0,571.0,40.0,-1121.0
535101,ANDHRA PRADESH,VIZIANAGARAM,66.0,4.0,0.0,252.0,1588.0,2142.0,1037.0,1588.0,66.0,-2138.0
535102,ANDHRA PRADESH,VIZIANAGARAM,43.0,2.0,0.0,157.0,1237.0,1223.0,734.0,1237.0,43.0,-1221.0
535124,ANDHRA PRADESH,VIZIANAGARAM,57.0,0.0,0.0,142.0,586.0,1135.0,831.0,586.0,57.0,-1135.0
535125,ANDHRA PRADESH,VIZIANAGARAM,64.0,2.0,0.0,348.0,1421.0,2041.0,842.0,1421.0,64.0,-2039.0
535126,ANDHRA PRADESH,VIZIANAGARAM,39.0,3.0,0.0,153.0,736.0,1157.0,968.0,736.0,39.0,-1154.0
535128,ANDHRA PRADESH,VIZIANAGARAM,120.0,4.0,0.0,326.0,1718.0,3065.0,1242.0,1718.0,120.0,-3061.0
535145,ANDHRA PRADESH,VIZIANAGARAM,264.0,13.0,0.0,661.0,3643.0,5211.0,5176.0,3643.0,264.0,-5198.0
535148,ANDHRA PRADESH,VIZIANAGARAM,16.0,0.0,0.0,102.0,419.0,721.0,359.0,419.0,16.0,-721.0
535160,ANDHRA PRADESH,VIZIANAGARAM,29.0,6.0,0.0,64.0,474.0,774.0,403.0,474.0,29.0,-768.0
535161,ANDHRA PRADESH,VIZIANAGARAM,58.0,1.0,0.0,148.0,939.0,1692.0,862.0,939.0,58.0,-1691.0
535183,ANDHRA PRADESH,VIZIANAGARAM,151.0,4.0,0.0,340.0,2309.0,4061.0,2152.0,2309.0,151.0,-4057.0
535204,ANDHRA PRADESH,VIZIANAGARAM,86.0,4.0,0.0,347.0,1873.0,2884.0,1113.0,1873.0,86.0,-2880.0
535213,ANDHRA PRADESH,VIZIANAGARAM,51.0,1.0,0.0,92.0,672.0,1084.0,459.0,672.0,51.0,-1083.0
535214,ANDHRA PRADESH,VIZIANAGARAM,15.0,0.0,0.0,35.0,243.0,495.0,310.0,243.0,15.0,-495.0
535215,ANDHRA PRADESH,VIZIANAGARAM,76.0,1.0,0.0,140.0,812.0,1647.0,849.0,812.0,76.0,-1646.0
535216,ANDHRA PRADESH,VIZIANAGARAM,104.0,2.0,0.0,251.0,1583.0,2464.0,1007.0,1583.0,104.0,-2462.0
535217,ANDHRA PRADESH,VIZIANAGARAM,92.0,1.0,0.0,242.0,1497.0,2489.0,1032.0,1497.0,92.0,-2488.0
535218,ANDHRA PRADESH,VIZIANAGARAM,73.0,0.0,0.0,262.0,1110.0,2140.0,1280.0,1110.0,73.0,-2140.0
535220,ANDHRA PRADESH,VIZIANAGARAM,29.0,0.0,0.0,108.0,494.0,959.0,359.0,494.0,29.0,-959.0
535221,ANDHRA PRADESH,VIZIANAGARAM,19.0,1.0,0.0,45.0,286.0,659.0,365.0,286.0,19.0,-658.0
535240,ANDHRA PRADESH,VIZIANAGARAM,39.0,3.0,0.0,101.0,864.0,1050.0,440.0,864.0,39.0,-1047.0
535250,ANDHRA PRADESH,VIZIANAGARAM,78.0,2.0,0.0,185.0,942.0,1678.0,856.0,942.0,78.0,-1676.0
535260,ANDHRA PRADESH,VIZIANAGARAM,49.0,3.0,0.0,134.0,717.0,1303.0,655.0,717.0,49.0,-1300.0
535270,ANDHRA PRADESH,VIZIANAGARAM,90.0,2.0,0.0,176.0,982.0,2615.0,1413.0,982.0,90.0,-2613.0
535273,ANDHRA PRADESH,VIZIANAGARAM,66.0,5.0,0.0,117.0,575.0,1222.0,1158.0,575.0,66.0,-1217.0
535280,ANDHRA PRADESH,VIZIANAGARAM,38.0,0.0,0.0,76.0,385.0,919.0,435.0,385.0,38.0,-919.0
535281,ANDHRA PRADESH,VIZIANAGARAM,40.0,0.0,0.0,102.0,601.0,1243.0,576.0,601.0,40.0,-1243.0
535463,ANDHRA PRADESH,VIZIANAGARAM,57.0,3.0,0.0,115.0,751.0,1329.0,723.0,751.0,57.0,-1326.0
535501,ANDHRA PRADESH,VIZIANAGARAM,102.0,6.0,0.0,316.0,2169.0,2605.0,1912.0,2169.0,102.0,-2599.0
535502,ANDHRA PRADESH,PARVATHIPURAM MANYAM,1.0,0.0,0.0,0.0,14.0,10.0,7.0,14.0,1.0,-10.0
535521,ANDHRA PRADESH,VIZIANAGARAM,142.0,22.0,2.0,444.0,1854.0,2892.0,2514.0,1854.0,142.0,-2870.0
535522,ANDHRA PRADESH,VIZIANAGARAM,31.0,3.0,0.0,75.0,374.0,1256.0,1102.0,374.0,31.0,-1253.0
535523,ANDHRA PRADESH,PARVATHIPURAM MANYAM,73.0,10.0,1.0,249.0,1117.0,2045.0,2017.0,1117.0,73.0,-2035.0
535524,ANDHRA PRADESH,VIZIANAGARAM,80.0,6.0,0.0,104.0,764.0,1380.0,1218.0,764.0,80.0,-1374.0
535525,ANDHRA PRADESH,VIZIANAGARAM,33.0,1.0,0.0,112.0,779.0,1279.0,762.0,779.0,33.0,-1278.0
535526,ANDHRA PRADESH,VIZIANAGARAM,70.0,5.0,1.0,198.0,960.0,1854.0,1506.0,960.0,70.0,-1849.0
535527,ANDHRA PRADESH,VIZIANAGARAM,44.0,1.0,1.0,101.0,567.0,1222.0,936.0,567.0,44.0,-1221.0
535534,ANDHRA PRADESH,PARVATHIPURAM MANYAM,93.0,10.0,0.0,228.0,1234.0,1876.0,1257.0,1234.0,93.0,-1866.0
535546,ANDHRA PRADESH,VIZIANAGARAM,51.0,1.0,2.0,181.0,802.0,2105.0,1568.0,802.0,51.0,-2104.0
535547,ANDHRA PRADESH,VIZIANAGARAM,90.0,6.0,1.0,176.0,1355.0,2160.0,1995.0,1355.0,90.0,-2154.0
535557,ANDHRA PRADESH,VIZIANAGARAM,67.0,3.0,0.0,247.0,1380.0,2463.0,1496.0,1380.0,67.0,-2460.0
535558,ANDHRA PRADESH,VIZIANAGARAM,152.0,7.0,0.0,332.0,2462.0,4000.0,2832.0,2462.0,152.0,-3993.0
535568,ANDHRA PRADESH,VIZIANAGARAM,23.0,0.0,0.0,72.0,472.0,693.0,446.0,472.0,23.0,-693.0
535573,ANDHRA PRADESH,VIZIANAGARAM,43.0,1.0,0.0,63.0,368.0,1057.0,623.0,368.0,43.0,-1056.0
535578,ANDHRA PRADESH,VIZIANAGARAM,70.0,3.0,0.0,153.0,795.0,1777.0,1288.0,795.0,70.0,-1774.0
535579,ANDHRA PRADESH,VIZIANAGARAM,116.0,6.0,0.0,361.0,3108.0,2758.0,1431.0,3108.0,116.0,-2752.0
535580,ANDHRA PRADESH,VIZIANAGARAM,83.0,1.0,0.0,171.0,901.0,1903.0,1054.0,901.0,83.0,-1902.0
535581,ANDHRA PRADESH,VIZIANAGARAM,30.0,1.0,0.0,77.0,453.0,600.0,349.0,453.0,30.0,-599.0
535591,ANDHRA PRADESH,VIZIANAGARAM,154.0,3.0,1.0,750.0,5688.0,4885.0,2671.0,5688.0,154.0,-4882.0
535592,ANDHRA PRADESH,VIZIANAGARAM,62.0,9.0,0.0,140.0,1077.0,1520.0,884.0,1077.0,62.0,-1511.0
535593,ANDHRA PRADESH,VIZIANAGARAM,67.0,5.0,0.0,272.0,1579.0,1937.0,1244.0,1579.0,67.0,-1932.0
560001,KARNATAKA,BENGALURU,297.0,93.0,45.0,122.0,1063.0,961.0,1778.0,1063.0,297.0,-868.0
560002,KARNATAKA,BANGALORE,93.0,20.0,0.0,52.0,667.0,879.0,1562.0,667.0,93.0,-859.0
560003,KARNATAKA,BENGALURU,99.0,9.0,12.0,178.0,1501.0,1404.0,2573.0,1501.0,99.0,-1395.0
560004,KARNATAKA,BENGALURU,213.0,90.0,19.0,87.0,1184.0,935.0,1777.0,1184.0,213.0,-845.0
560005,KARNATAKA,BENGALURU,380.0,143.0,64.0,219.0,1493.0,1411.0,2544.0,1493.0,380.0,-1268.0
560006,KARNATAKA,BENGALURU,50.0,4.0,0.0,71.0,460.0,448.0,675.0,460.0,50.0,-444.0
560007,KARNATAKA,BENGALURU,2.0,0.0,0.0,5.0,16.0,11.0,15.0,16.0,2.0,-11.0
560008,KARNATAKA,BENGALURU,276.0,127.0,67.0,182.0,1708.0,1348.0,3112.0,1708.0,276.0,-1221.0
